Account Name,Cancellation Reason,Cancellation Reason Other,Tenure_Months,Last Invoice $,Employees,Customers,Sign Up Date,Cancellation Date
teny10watchstore,Non-payment,,1.9,49.0,1.0,2.0,2022-08-25,2022-10-22
dwhab,Non-payment,,1.4,49.0,0.0,0.0,2025-06-04,2025-07-16
truesouthdesigns,Non-payment,,1.9,49.0,0.0,32.0,2022-08-23,2022-10-20
indiantropicalfashions,Non-payment,,1.4,49.0,0.0,793.0,2025-05-28,2025-07-09
mcadoopanelsolutions,Other - please specify,"James refused to have a demo with Method and requested to cancel his Free Trial, I offered to answer any questions and asked for feedback, he mentioned that there was nothing wrong with the system, its just not what he is looking for",0.4,49.0,6.0,33.0,2025-05-29,2025-06-09
qthetailorbespokeclothiers2,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
qthetailorbespokeclothiers3",0.1,49.0,2.0,6564.0,2022-08-21,2022-08-23
qthetailorbespokeclothiers,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
qthetailorbespokeclothiers2",0.1,49.0,2.0,6564.0,2022-08-21,2022-08-23
nationwidefuel,Other - please specify,"Please unsubscribe, I do not have any interest to switch my current software",0.4,49.0,5.0,2487.0,2025-05-29,2025-06-10
badgertrackcustoms,Non-payment,,1.4,49.0,0.0,394.0,2025-05-30,2025-07-11
westmanllc,Non-payment,,2.5,49.0,2.0,30.0,2025-05-31,2025-08-14
admiralmwf,No longer using QuickBooks,I don't use Quickbooks anymore.,3.2,49.0,0.0,57.0,2025-05-31,2025-09-04
pristineactions,Non-payment,,1.4,49.0,2.0,375.0,2025-06-03,2025-07-15
kombiklima,Non-payment,,1.9,49.0,0.0,0.0,2022-08-19,2022-10-16
mapa,Not using their Method Account,.,2.4,49.0,0.0,81.0,2022-08-13,2022-10-26
essay,Non-payment,,1.4,49.0,0.0,0.0,2025-06-05,2025-07-17
aquaticlife,Non-payment,,1.9,49.0,9.0,2249.0,2022-08-18,2022-10-15
phoenixfilms,Non-payment,,1.9,49.0,0.0,0.0,2022-08-18,2022-10-15
statestreetproducts,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
statestreetproductsllc",0.6,49.0,0.0,0.0,2025-06-05,2025-06-24
personal19,Non-payment,,1.4,49.0,0.0,0.0,2025-06-09,2025-07-21
herman2,Non-payment,,1.4,49.0,0.0,0.0,2025-06-10,2025-07-22
lucifermorningstar,Non-payment,,1.4,49.0,3.0,28.0,2025-06-12,2025-07-24
washcycle2,Non-payment,,1.4,49.0,0.0,0.0,2025-06-12,2025-07-24
warpedcigarsllc,Sold Business / Closing Company,"our company is in the process of being acquired, and we need to cease any improvements for our infrastructure at this time.

 We will not be using Method as the new company has their own internal systems.",1.3,49.0,8.0,782.0,2025-06-13,2025-07-24
walderfoundationproducts,Non-payment,,1.9,49.0,0.0,0.0,2022-08-18,2022-10-15
bdavidlevine,Other - please specify,They do not want to connect their Method with their QB file.,0.2,49.0,0.0,0.0,2022-10-06,2022-10-11
bloodpack,Non-payment,,1.4,49.0,0.0,0.0,2025-05-06,2025-06-18
blackstonesportsinc,"Failure to adopt, train, and engage CRM users",Too pricey for our limited use.,2.5,49.0,17.0,7401.0,2022-11-07,2023-01-23
illputyouonashirt,Non-payment,,1.4,49.0,0.0,0.0,2025-03-28,2025-05-09
lincolncoinandbullion2,Non-payment,,1.4,49.0,6.0,1626.0,2022-10-27,2022-12-08
uppalbuildingsupplies,Non-payment,,1.4,49.0,21.0,1269.0,2025-03-20,2025-05-01
lareaders3,Non-payment,,1.4,49.0,2.0,2475.0,2025-03-24,2025-05-05
dcshisha,"Failure to adopt, train, and engage CRM users","I never got the help I needed to properly use the CRM Aand we were unable to bring over our SalesForce leads data 

I feel like I’ve been getting ripped off $49.99 every month for nothing.

Can you please issue a 3 month credit as a courtesy  ?",7.6,49.0,0.0,992.0,2025-03-25,2025-11-12
logistify,Other - please specify,,0.8,49.0,0.0,0.0,2025-03-26,2025-04-18
threeplworldwide,Other - please specify,,0.0,49.0,4.0,36.0,2025-03-26,2025-03-26
aspenspasofcolorado,Non-payment,,2.5,49.0,0.0,93.0,2025-03-26,2025-06-09
starelectric,Non-payment,,1.3,49.0,0.0,0.0,2025-03-27,2025-05-07
bemantra2,Non-payment,,1.4,49.0,0.0,1.0,2025-03-27,2025-05-08
superiorwoodwork,Non-payment,,1.4,49.0,67.0,241.0,2022-10-27,2022-12-08
cnlminingsuppliesptyltd,Non-payment,,1.4,49.0,1.0,123.0,2022-10-27,2022-12-08
regalmontinc,Other - please specify,"customer has a very simple workflow where his 2 sales reps should be able to create estimate and invoice. 

He was looking at Method due to our ability to restrict access. They were also interested in potentially the reorder workflow. 

The biggest gap, lack integration with QB price rules which they felt should be available out of the box. recommended customization for potentially memorized pricing but they felt that upgrading QBooks was more cost effective",0.7,49.0,1.0,114.0,2025-03-18,2025-04-09
dl2,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
suerteelegancia",0.0,49.0,0.0,0.0,2022-10-26,2022-10-27
chinelostaqueria,Non-payment,,1.4,49.0,0.0,0.0,2025-03-30,2025-05-11
dsoofficefurnitureltd,Non-payment,,1.3,49.0,0.0,0.0,2022-10-26,2022-12-06
napapalisadesbeercompany,Non-payment,,1.4,49.0,1.0,44.0,2025-03-31,2025-05-12
hefestustech,Non-payment,,1.4,49.0,5.0,222.0,2025-04-01,2025-05-13
abepetroleuminc,Non-payment,,1.4,49.0,0.0,0.0,2025-04-01,2025-05-13
flyboys,Other - please specify,They are using QuickBooks Desktop and it’s connected with QuickBooks Online.,0.0,49.0,0.0,1583.0,2025-04-03,2025-04-03
polycleanusa,Non-payment,,1.4,49.0,2.0,255.0,2025-04-03,2025-05-15
boneandbroth,Other - please specify,,0.6,49.0,1.0,0.0,2025-04-05,2025-04-22
colorconceptsofnorthamericainc,Using another CRM Product,Working with another system ,8.4,49.0,16.0,552.0,2022-10-25,2023-07-08
lauracaporizzophotography,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
boninfantefrictioninc",0.3,49.0,0.0,0.0,2025-03-18,2025-03-28
kachkapdx,Other - please specify,,0.0,49.0,0.0,62.0,2025-03-16,2025-03-16
chickrentalsinc,Non-payment,,1.4,49.0,0.0,4.0,2025-04-06,2025-05-18
lunascents,Non-payment,,1.3,49.0,0.0,11.0,2022-11-01,2022-12-12
advanceddisinfectingservices,Non-payment,,1.4,49.0,1.0,612.0,2025-03-07,2025-04-19
customforestproducts,Non-payment,,1.4,49.0,67.0,336.0,2025-03-07,2025-04-19
friendlyarctic2,Non-payment,,1.4,49.0,92.0,5787.0,2025-03-07,2025-04-19
mtb,Non-payment,,1.4,49.0,0.0,0.0,2022-11-07,2022-12-19
ashley,Non-payment,,1.4,49.0,0.0,16.0,2025-03-07,2025-04-19
b2bplus,Non-payment,,1.4,49.0,0.0,0.0,2022-11-06,2022-12-18
thegentleartinc,Non-payment,,1.4,49.0,7.0,1094.0,2025-03-08,2025-04-19
rrlearing,Non-payment,,1.4,49.0,0.0,0.0,2025-03-09,2025-04-21
johnsonventures,Non-payment,,1.4,49.0,0.0,0.0,2022-11-03,2022-12-15
sunsofstitches,Non-payment,,1.6,49.0,2.0,63.0,2022-11-01,2022-12-20
zandgemporium,Non-payment,,1.4,49.0,0.0,726.0,2025-03-11,2025-04-23
dieudelagrace,Non-payment,,1.4,49.0,0.0,2.0,2025-03-15,2025-04-27
surecanusa,Other - please specify,"Signed up with Intuit, took him right into the Dashboard, no QBD sync initiated when he in fact uses QBD.",0.0,49.0,0.0,0.0,2025-03-11,2025-03-11
taddostallow,"Failure to adopt, train, and engage CRM users",It's just necessary at this time. I plan to revisit in the future tho.,1.6,49.0,0.0,74.0,2025-03-11,2025-04-30
aa4,Non-payment,,1.4,49.0,0.0,0.0,2022-10-31,2022-12-12
knowbetterdigital,Non-payment,,1.4,49.0,0.0,0.0,2025-03-11,2025-04-23
nexusllc,Non-payment,,1.4,49.0,0.0,0.0,2025-03-12,2025-04-24
norcalinternationalsolutionsusallc,Non-payment,,1.4,49.0,0.0,0.0,2025-03-12,2025-04-24
americanmetals,Other - please specify,,0.0,49.0,0.0,2.0,2025-03-12,2025-03-13
hawkssupply,Non-payment,,1.4,49.0,12.0,286.0,2025-03-13,2025-04-25
automationservices,Other - please specify,,1.1,49.0,15.0,4159.0,2022-10-31,2022-12-02
shamsaljazeeraestablishment2,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
shamsaljazeeraestablishment3",0.5,49.0,0.0,1.0,2022-10-30,2022-11-14
fishwhistletradingpost,Non-payment,,1.4,49.0,0.0,1.0,2025-04-05,2025-05-17
tatifurs,Non-payment,,1.4,49.0,0.0,0.0,2025-04-07,2025-05-19
hilalalemaratgeneraltrading,Non-payment,,1.4,49.0,11.0,8506.0,2025-05-06,2025-06-18
bestsupplyco,Non-payment,,1.4,49.0,11.0,295.0,2025-05-01,2025-06-13
bramblehillfarm,Other - please specify,,0.0,49.0,4.0,265.0,2025-04-27,2025-04-28
northernpalmsgeneraltrading,Other - please specify,,1.0,49.0,7.0,223.0,2022-10-14,2022-11-14
modularflooringsolutions,Other - please specify,Migration- So created new account. ,1.5,49.0,4.0,486.0,2023-05-11,2023-06-26
toolstechindustrialsupplieslimited,Non-payment,,1.4,49.0,0.0,56.0,2025-04-28,2025-06-10
pgrugs,Non-payment,,1.4,49.0,0.0,270.0,2025-04-28,2025-06-10
lindsaysprefinishing,Non-payment,,1.4,49.0,6.0,508.0,2025-04-28,2025-06-10
horizongroup,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
livewellsnacks",0.2,49.0,19.0,91.0,2025-04-29,2025-05-05
indianapallet,Non-payment,,1.4,49.0,0.0,0.0,2025-04-29,2025-06-11
apportables,Non-payment,,1.4,49.0,1.0,44.0,2025-04-30,2025-06-12
doeandfawncoffeeroasters,Other - please specify,Just too expensive for what I use it for,1.8,49.0,1.0,32.0,2022-10-13,2022-12-08
cuoreofswitzerlandptyltd,Non-payment,,1.9,49.0,10.0,2604.0,2022-10-12,2022-12-09
kinderworks,Non-payment,,1.9,49.0,0.0,38.0,2022-10-14,2022-12-11
axiwholesale,Non-payment,,1.4,49.0,3.0,425.0,2025-05-02,2025-06-14
sigmh,Non-payment,,1.9,49.0,0.0,0.0,2022-10-11,2022-12-08
penshoptradinglimited,Non-payment,,1.4,49.0,0.0,11647.0,2025-05-03,2025-06-15
alphasigncompanyllc,Non-payment,,1.4,49.0,1.0,2339.0,2025-05-03,2025-06-15
lab4inc,Other - please specify,,0.0,49.0,16.0,24.0,2025-05-05,2025-05-05
datel,Other - please specify,,0.8,49.0,0.0,610.0,2025-05-05,2025-05-29
livewellsnacks,Non-payment,,1.4,49.0,25.0,94.0,2025-05-05,2025-06-17
ncb2,Other - please specify,,0.8,49.0,6.0,45.0,2025-05-05,2025-05-29
formatagencycoltd,Non-payment,,1.9,49.0,0.0,15.0,2022-10-11,2022-12-08
evolvingbusinesssolutions,Non-payment,,1.9,49.0,9.0,34.0,2022-10-10,2022-12-06
hardiksuthar,Non-payment,,1.4,49.0,2.0,25.0,2025-04-27,2025-06-09
wellmademetal,Non-payment,,1.4,49.0,0.0,0.0,2022-10-17,2022-11-28
powdertechinc,Non-payment,,1.4,49.0,46.0,1709.0,2025-04-07,2025-05-19
involume,Non-payment,,1.3,49.0,0.0,0.0,2025-04-16,2025-05-27
ottequipmentserviceinc2,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
ottequipment2",0.2,49.0,0.0,0.0,2025-04-09,2025-04-15
dolphinheatexchnager,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
dolphinheatexchangerusa",0.1,49.0,0.0,0.0,2022-10-25,2022-10-27
texaskeepercider,Other - please specify,,0.2,49.0,82.0,696.0,2025-04-11,2025-04-16
bayareamolding,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
bayareamolding2",0.2,49.0,0.0,3638.0,2025-04-11,2025-04-16
zachmgolf,Non-payment,,1.4,49.0,0.0,0.0,2025-04-12,2025-05-24
sallamgroup,Non-payment,,1.4,49.0,0.0,1.0,2025-04-14,2025-05-26
lamejorvidacorporation,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
lamejorvidacorporation2",0.1,49.0,0.0,2.0,2022-10-24,2022-10-27
thegreenhouse,Non-payment,,1.4,49.0,0.0,0.0,2025-04-15,2025-05-27
test168,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
test169",0.0,49.0,0.0,0.0,2025-04-15,2025-04-16
test169,Non-payment,,1.4,49.0,0.0,0.0,2025-04-15,2025-05-27
mottsupply,Non-payment,,1.4,49.0,0.0,0.0,2025-04-16,2025-05-28
trukaretankandmeterservicesltd,Other - please specify,Please cancel my account and stop emailing me.,0.9,49.0,0.0,0.0,2025-04-25,2025-05-22
meegapparel,Non-payment,,1.4,49.0,0.0,0.0,2022-10-23,2022-12-04
cleanarmor,Other - please specify,Tasks need to be streamlined for creation and completion. ,0.7,49.0,0.0,1.0,2022-10-22,2022-11-11
acenet,Other - please specify,Not a right fit,0.3,49.0,0.0,0.0,2022-10-20,2022-10-30
setenil,Non-payment,,1.4,49.0,0.0,2.0,2022-10-19,2022-11-30
quimifarma,Other - please specify,Not interested any more,0.5,49.0,11.0,2224.0,2025-04-21,2025-05-05
samplecompany61,Non-payment,,1.4,49.0,1.0,2.0,2025-04-21,2025-06-03
siddhigarments,Non-payment,,1.4,49.0,1.0,21.0,2025-04-23,2025-06-05
keystoneadvisorysol,Non-payment,,1.4,49.0,0.0,1234.0,2025-04-23,2025-06-05
ahmadtrunkstore,Non-payment,,1.4,49.0,0.0,5.0,2025-04-23,2025-06-05
cggroupllc2,Other - please specify,Hell be back,0.6,49.0,53.0,256.0,2025-04-24,2025-05-12
testing29,Non-payment,,1.4,49.0,0.0,1.0,2024-10-09,2024-11-21
fiftyonetrailersales,Non-payment,,1.4,49.0,0.0,0.0,2024-10-04,2024-11-16
mla,Non-payment,,1.9,49.0,0.0,0.0,2022-08-01,2022-09-28
aresuntradingandmanpowerservices,Non-payment,,1.4,49.0,0.0,74.0,2023-11-21,2024-01-03
fp,Non-payment,,1.4,49.0,0.0,0.0,2023-04-03,2023-05-15
monipgroup,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
monipgroup2",0.1,49.0,0.0,0.0,2023-04-03,2023-04-05
aviraimports,Other - please specify,,0.9,49.0,4.0,329.0,2023-11-07,2023-12-04
championproductsusa,Other - please specify,,0.3,49.0,0.0,4.0,2023-11-07,2023-11-16
phoenixsupplyco,Non-payment,,1.4,49.0,3.0,37.0,2023-11-07,2023-12-19
mellonaproducts,Non-payment,,1.3,49.0,0.0,0.0,2023-11-09,2023-12-20
thechoclitfactory,Other - please specify,,0.1,49.0,34.0,74.0,2023-11-13,2023-11-16
zoomlionecontractingandbusnesssupportservi,Non-payment,,1.4,49.0,0.0,1.0,2023-04-02,2023-05-14
zalalfordigitalmarketingllc,Non-payment,,1.4,49.0,8.0,5.0,2023-03-31,2023-05-12
zayregadgets,Non-payment,,1.4,49.0,0.0,486.0,2023-11-14,2023-12-26
andrewjamiesonwinemerchants,Other - please specify,,0.0,49.0,0.0,332.0,2023-11-22,2023-11-22
jandlfabrics,Non-payment,,1.4,49.0,0.0,39.0,2023-04-04,2023-05-16
vtahyvanrkasro,Non-payment,,1.4,49.0,0.0,0.0,2023-11-25,2024-01-06
fusionprofessionalltd,Non-payment,,1.4,49.0,0.0,0.0,2023-11-29,2024-01-11
apollofleetinvestmentzambialimited,Non-payment,,1.4,49.0,0.0,67.0,2023-12-01,2024-01-12
grapesandgrains2,Difficult UI,Too complicated for my needs,1.9,49.0,16.0,11.0,2023-12-04,2024-01-31
winecraft,Non-payment,,1.4,49.0,2.0,498.0,2023-12-05,2024-01-17
nyangacha,Non-payment,,1.4,49.0,0.0,1.0,2023-12-08,2024-01-20
corporacionmb,Non-payment,,1.4,49.0,0.0,3.0,2023-12-09,2024-01-21
aluminium,Other - please specify,,0.6,49.0,9.0,2236.0,2023-12-09,2023-12-26
designbycathryn,Non-payment,,1.4,49.0,0.0,0.0,2023-12-11,2024-01-24
berazin,Non-payment,,1.4,49.0,0.0,0.0,2023-12-12,2024-01-24
arijewelryco,Other - please specify,,0.2,49.0,0.0,98.0,2023-11-03,2023-11-08
fencetrac,Non-payment,,1.4,49.0,0.0,0.0,2023-04-04,2023-05-16
easyhardware,Non-payment,,1.4,49.0,0.0,16.0,2023-12-13,2024-01-25
grapesandgrains,Non-payment,,1.3,49.0,5.0,14.0,2023-10-17,2023-11-27
dylanporter,Other - please specify,Spammer,0.2,49.0,0.0,0.0,2023-10-06,2023-10-11
noosabasics,Non-payment,,1.4,49.0,0.0,0.0,2023-10-10,2023-11-21
m4afoodstufftradingcollc,Non-payment,,1.4,49.0,0.0,135.0,2023-10-11,2023-11-23
alnoor,Non-payment,,1.4,49.0,0.0,132.0,2023-10-12,2023-11-24
cabinetsrus,Non-payment,,1.4,49.0,7.0,3058.0,2023-10-12,2023-11-24
devia2,Non-payment,,1.4,49.0,0.0,0.0,2023-04-14,2023-05-26
insulitemanufacturingcorp,Other - please specify,"Nothing wrong with Method, I feel we need to upgrade our staff first. We will return within a year, thank you.",0.5,49.0,2.0,152.0,2023-04-09,2023-04-24
salesmarketingandbeyond,Non-payment,,1.4,49.0,0.0,0.0,2023-10-13,2023-11-25
alezziindustriescoltd2,Non-payment,,1.4,49.0,0.0,0.0,2023-10-14,2023-11-26
ladycaresuppliesltd,Non-payment,,1.4,49.0,2.0,1.0,2023-10-16,2023-11-27
corpsmedicalsupplyllc,Not using their Method Account,I found out how to do what I need in QBO at no additional cost,0.0,49.0,0.0,0.0,2023-10-18,2023-10-18
intuittest2,Non-payment,,1.3,49.0,0.0,6.0,2023-11-02,2023-12-13
superiorlandscaping2,Non-payment,,1.3,49.0,0.0,0.0,2023-10-19,2023-11-29
atlanticmaterialsgroup2,Difficult Workflows / Workflow Challenges,It doesn't work for the company.,13.8,49.0,3.0,144.0,2023-10-19,2024-12-11
ikonenterpriseltd,Non-payment,,1.4,49.0,0.0,890.0,2023-04-07,2023-05-19
cleeandassociates,Non-payment,,1.3,49.0,0.0,0.0,2023-10-20,2023-11-30
loussodesigns,Other - please specify,Thank you for following up. I actually found a better match with Capsule CRM.,0.5,49.0,43.0,2507.0,2023-10-23,2023-11-06
alzaheradvancedtrading,Non-payment,,1.4,49.0,0.0,3.0,2023-04-05,2023-05-17
csco,Non-payment,,1.4,49.0,0.0,0.0,2023-10-25,2023-12-06
corvexxe,Non-payment,,1.4,49.0,5.0,382.0,2023-10-31,2023-12-12
latinbeautydistributorsllc,Other - please specify,We are moving away from Quickbooks to a custom software.,0.2,49.0,0.0,719.0,2023-11-01,2023-11-07
soutexcncmachining,Non-payment,,1.4,49.0,0.0,0.0,2023-11-01,2023-12-13
batesenterprises,Non-payment,,1.4,49.0,0.0,0.0,2023-12-13,2024-01-25
petrochemicalsupplyco,Sold Business / Closing Company,Company Closed.,13.1,49.0,1.0,1097.0,2023-12-14,2025-01-17
alnajemalsahili,Non-payment,,1.4,49.0,0.0,1.0,2023-10-04,2023-11-16
alvony,Non-payment,,1.4,49.0,0.0,226.0,2023-03-21,2023-05-02
juliesbagsandcrestplusjamaica,Other - please specify,,0.8,49.0,2.0,50.0,2024-01-09,2024-02-02
gardenironandmore,Non-payment,,1.4,49.0,7.0,1569.0,2024-01-09,2024-02-21
ttmtiresllc2,Other - please specify,"LOVED IT, COULD NOT CONNECT TO MY CLOVER OR MERCHANT OF MY CHOOSE.",0.2,49.0,54.0,9266.0,2023-03-23,2023-03-28
microcanner,Other - please specify,"I am not interested. 
This is the third time I am asking to have my account deactivated. Please remove my account from the website.",0.2,49.0,0.0,0.0,2024-01-10,2024-01-15
lakotainc,Non-payment,,1.4,49.0,7.0,427.0,2023-03-22,2023-05-03
nebulitetech,Non-payment,,1.4,49.0,0.0,0.0,2023-03-22,2023-05-03
selectpoolproducts2,Other - please specify,Just isnt what we are looking for. We are going to stick to excel sheets and simple solutions as we are a small business.,0.2,49.0,8.0,1743.0,2024-01-11,2024-01-17
bloomflower,Other - please specify,Spammer,0.3,49.0,0.0,0.0,2024-01-12,2024-01-22
valencesupply,Non-payment,,1.4,49.0,0.0,0.0,2024-01-12,2024-02-24
rktkingscorporation,Non-payment,,1.4,49.0,0.0,241.0,2024-01-12,2024-02-24
sharjeeldadallc2,Non-payment,,1.4,49.0,2.0,6.0,2024-01-13,2024-02-24
charlessmithassociates3,Non-payment,,1.4,49.0,5.0,210.0,2024-01-08,2024-02-20
rwwarehouse,Non-payment,,1.4,49.0,25.0,142.0,2024-01-16,2024-02-27
zycalbioceuticalshealthcare,"Failure to adopt, train, and engage CRM users",We didn't have the resources to explore the application,9.4,49.0,10.0,5557.0,2024-01-17,2024-10-28
primetreesdbamulchmatters,Non-payment,,1.3,49.0,0.0,0.0,2024-01-18,2024-02-28
alwazra,Non-payment,,1.3,49.0,0.0,0.0,2024-01-20,2024-03-01
riopel3,Other - please specify,Duplicate account: riopel2,0.1,49.0,0.0,0.0,2023-03-20,2023-03-23
natspongeoutletllc,Other - please specify,,0.0,49.0,0.0,0.0,2024-01-21,2024-01-21
vortexdepollution,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
vortex2",0.7,49.0,0.0,0.0,2024-01-22,2024-02-12
ysplasticsinc,Non-payment,,1.3,49.0,0.0,95.0,2024-01-24,2024-03-05
rusticblueprintinc,Other - please specify,"Form builder makes this an impossible option for developers. Completely unusable and so convoluted. The form actions and dependencies are a nightmare, not to mention they are tucked so far out of the viewable screen, even that takes way too long to do.",0.0,49.0,23.0,750.0,2023-03-20,2023-03-21
keegorinternationallimited2,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
keegorinternationallimited",0.0,49.0,0.0,0.0,2024-01-24,2024-01-24
shahzadtraders,Non-payment,,1.4,49.0,0.0,1.0,2024-01-09,2024-02-21
luxemekitchens2,Non-payment,,1.4,49.0,0.0,0.0,2023-03-24,2023-05-05
chefbombay,Non-payment,,1.4,49.0,557.0,322.0,2023-12-14,2024-01-26
clancymachinetool,Non-payment,,1.4,49.0,0.0,0.0,2023-12-29,2024-02-10
rondo,Non-payment,,1.4,49.0,12.0,32770.0,2023-12-18,2024-01-30
nyzarafoodinc,Other - please specify,,0.0,49.0,0.0,0.0,2023-12-19,2023-12-19
audiovisualsecurityltd,Non-payment,,1.4,49.0,1.0,385.0,2023-12-20,2024-02-01
nationcraftllc,Non-payment,,1.4,49.0,0.0,229.0,2023-03-31,2023-05-12
independentheat,Other - please specify,g,0.0,49.0,0.0,1115.0,2023-12-20,2023-12-20
esbflooring,Other - please specify,Customer does not use QuickBooks. Currently located in the UK so will not benefit from the QSP Program.,0.7,49.0,0.0,0.0,2023-12-21,2024-01-11
pavleen,Non-payment,,1.4,49.0,0.0,0.0,2023-12-21,2024-02-02
mswoodlineconstructionltd,Non-payment,,1.4,49.0,7.0,229.0,2023-12-22,2024-02-02
solidsurfacesinc,Other - please specify,I wanted it to be able to sign my name to checks that are printed by us and it is not capable of doing so.,0.3,49.0,61.0,4192.0,2023-12-27,2024-01-04
ecofdistribution,Non-payment,,1.4,49.0,0.0,1.0,2023-12-29,2024-02-09
crfbusiness,Non-payment,,1.4,49.0,0.0,0.0,2023-12-30,2024-02-11
nine20designs,Non-payment,,1.3,49.0,1.0,104.0,2023-03-26,2023-05-06
d3lighting,Non-payment,,1.4,49.0,1.0,68.0,2024-01-02,2024-02-14
risingwinedomains,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
risingwinedomains2",0.2,49.0,0.0,0.0,2024-01-02,2024-01-08
novadistroinc,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
novadistroinc2",0.2,49.0,0.0,0.0,2024-01-04,2024-01-10
builtboxllc,Non-payment,,1.4,49.0,0.0,15.0,2024-01-06,2024-02-18
builtboxllc2,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
builtboxllc",0.3,49.0,0.0,744.0,2024-01-06,2024-01-15
fourthdimensionsigns,"Failure to adopt, train, and engage CRM users",wasnt a fit,7.6,49.0,0.0,922.0,2024-01-07,2024-08-26
tannertile,Non-payment,,1.4,49.0,0.0,0.0,2023-03-31,2023-05-12
globalvalvetechnologyltd,Non-payment,,1.3,49.0,0.0,0.0,2023-03-26,2023-05-06
tojemcc,Other - please specify,,0.0,49.0,0.0,150.0,2024-01-08,2024-01-08
fusionmetalworksincdbausenclosures,Non-payment,,1.4,49.0,5.0,318.0,2024-01-08,2024-02-20
cosmeticagroup,Non-payment,,1.4,49.0,0.0,1.0,2023-10-04,2023-11-16
diacem,Non-payment,,1.4,49.0,0.0,0.0,2023-10-04,2023-11-15
bluelabelcreative,Non-payment,,1.4,49.0,0.0,0.0,2023-03-17,2023-04-28
solaronline2,Non-payment,,1.4,49.0,0.0,293.0,2023-04-27,2023-06-09
artfulancestryco,Non-payment,,1.4,49.0,0.0,0.0,2023-05-02,2023-06-13
blueskyunited,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
koscovemetal",0.3,49.0,0.0,0.0,2023-07-13,2023-07-21
mohoud,Non-payment,,1.4,49.0,0.0,0.0,2023-05-01,2023-06-13
manstone,Not using their Method Account,No longer needed,6.8,49.0,18.0,676.0,2023-07-13,2024-02-06
pminc,Non-payment,,1.4,49.0,0.0,0.0,2023-07-17,2023-08-29
seymourmfgllc,Non-payment,,1.4,49.0,0.0,0.0,2023-07-18,2023-08-30
twinc,Non-payment,,1.4,49.0,0.0,0.0,2023-07-18,2023-08-30
theskinlovers,Non-payment,,1.4,49.0,10.0,1075.0,2023-04-30,2023-06-12
thewildroomlondonltd,Other - please specify,Just not quite what we're looking for right now.,0.5,49.0,0.0,457.0,2023-07-27,2023-08-11
sahra,Non-payment,,1.4,49.0,0.0,0.0,2023-07-30,2023-09-10
canadamerchgroup,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
canadamerchandisegroupinc",0.0,49.0,0.0,0.0,2023-07-31,2023-08-01
ultratec3dprinting,Non-payment,,1.4,49.0,22.0,306.0,2023-05-02,2023-06-13
canadamerchandisegroupinc,Other - please specify,,0.0,49.0,0.0,4.0,2023-07-31,2023-07-31
lcailler,Other - please specify,,0.0,49.0,0.0,0.0,2023-08-01,2023-08-01
urbanempirellc,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
urbanempirellc2",0.4,49.0,0.0,130.0,2023-08-03,2023-08-15
lenordandbauer,Non-payment,,1.4,49.0,0.0,63.0,2023-08-07,2023-09-19
nitalynns2,Non-payment,,1.4,49.0,0.0,2.0,2023-08-08,2023-09-20
acomojewelry,Due to economic reasons,"The employee who was supposed to use Method is no longer with us, and we have actually never used your CRM.",18.1,49.0,0.0,1948.0,2023-08-08,2025-02-10
volcanogaslimited,Non-payment,,1.4,49.0,4.0,463.0,2023-08-12,2023-09-24
bzfashion2,Non-payment,,1.4,49.0,0.0,0.0,2023-08-15,2023-09-27
romet,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
romet3",0.1,49.0,0.0,0.0,2023-08-15,2023-08-17
texasleathergoods,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
texasleathergoods2",0.1,49.0,0.0,0.0,2023-08-15,2023-08-17
erbsignsinc,Other - please specify,Demo offered via chat and email. Not interested in CRM,0.0,49.0,0.0,1277.0,2023-07-07,2023-07-07
jubileespecialtywoodproducts,Non-payment,,1.4,49.0,10.0,2317.0,2023-07-07,2023-08-19
